ID,Pred
2021_3133_3390,0.5
2021_3133_3392,0.5
2021_3133_3393,0.5
2021_3133_3397,0.5
2021_3133_3400,0.5
2021_3133_3401,0.5
2021_3133_3407,0.5
2021_3133_3413,0.5
2021_3133_3416,0.5
2021_3133_3417,0.5
2021_3133_3430,0.5
2021_3133_3433,0.5
2021_3133_3439,0.5
2021_3133_3448,0.5
2021_3133_3450,0.5
2021_3133_3452,0.5
2021_3133_3460,0.5
2021_3133_3461,0.5
2021_3140_3141,0.5
2021_3140_3163,0.5
2021_3140_3180,0.5
2021_3140_3195,0.5
2021_3140_3199,0.5
2021_3140_3208,0.5
2021_3140_3210,0.5
2021_3140_3211,0.5
2021_3140_3219,0.5
2021_3140_3226,0.5
2021_3140_3231,0.5
2021_3140_3234,0.5
2021_3140_3235,0.5
2021_3140_3238,0.5
2021_3140_3246,0.5
2021_3140_3250,0.5
2021_3140_3257,0.5
2021_3140_3265,0.5
2021_3140_3266,0.5
2021_3140_3268,0.5
2021_3140_3273,0.5
2021_3140_3276,0.5
2021_3140_3277,0.5
2021_3140_3283,0.5
2021_3140_3291,0.5
2021_3140_3292,0.5
2021_3140_3299,0.5
2021_3140_3301,0.5
2021_3140_3314,0.5
2021_3140_3321,0.5
2021_3140_3329,0.5
2021_3140_3332,0.5
2021_3140_3333,0.5
2021_3140_3353,0.5
2021_3140_3355,0.5
2021_3140_3372,0.5
2021_3140_3376,0.5
2021_3140_3377,0.5
2021_3140_3378,0.5
2021_3140_3390,0.5
2021_3140_3392,0.5
2021_3140_3393,0.5
2021_3140_3397,0.5
2021_3140_3400,0.5
2021_3140_3401,0.5
2021_3140_3407,0.5
2021_3140_3413,0.5
2021_3140_3416,0.5
2021_3140_3417,0.5
2021_3140_3430,0.5
2021_3140_3433,0.5
2021_3140_3439,0.5
2021_3140_3448,0.5
2021_3140_3450,0.5
2021_3140_3452,0.5
2021_3140_3460,0.5
2021_3140_3461,0.5
2021_3141_3163,0.5
2021_3141_3180,0.5
2021_3141_3195,0.5
2021_3141_3199,0.5
2021_3141_3208,0.5
2021_3141_3210,0.5
2021_3141_3211,0.5
2021_3141_3219,0.5
2021_3141_3226,0.5
2021_3141_3231,0.5
2021_3141_3234,0.5
2021_3141_3235,0.5
2021_3141_3238,0.5
2021_3141_3246,0.5
2021_3141_3250,0.5
2021_3141_3257,0.5
2021_3141_3265,0.5
2021_3141_3266,0.5
2021_3141_3268,0.5
2021_3141_3273,0.5
2021_3141_3276,0.5
2021_3141_3277,0.5
2021_3141_3283,0.5
2021_3141_3291,0.5
2021_3141_3292,0.5
2021_3141_3299,0.5
2021_3141_3301,0.5
2021_3141_3314,0.5
2021_3141_3321,0.5
2021_3141_3329,0.5
2021_3141_3332,0.5
2021_3141_3333,0.5
2021_3141_3353,0.5
2021_3141_3355,0.5
2021_3141_3372,0.5
2021_3141_3376,0.5
2021_3141_3377,0.5
2021_3141_3378,0.5
2021_3141_3390,0.5
2021_3141_3392,0.5
2021_3141_3393,0.5
2021_3141_3397,0.5
2021_3141_3400,0.5
2021_3141_3401,0.5
2021_3141_3407,0.5
2021_3141_3413,0.5
2021_3141_3416,0.5
2021_3141_3417,0.5
2021_3141_3430,0.5
2021_3141_3433,0.5
2021_3141_3439,0.5
2021_3141_3448,0.5
2021_3141_3450,0.5
2021_3141_3452,0.5
2021_3141_3460,0.5
2021_3141_3461,0.5
2021_3163_3180,0.5
2021_3163_3195,0.5
2021_3163_3199,0.5
2021_3163_3208,0.5
2021_3163_3210,0.5
2021_3163_3211,0.5
2021_3163_3219,0.5
2021_3163_3226,0.5
2021_3163_3231,0.5
2021_3163_3234,0.5
2021_3163_3235,0.5
2021_3163_3238,0.5
2021_3163_3246,0.5
2021_3163_3250,0.5
2021_3163_3257,0.5
2021_3163_3265,0.5
2021_3163_3266,0.5
2021_3163_3268,0.5
2021_3163_3273,0.5
2021_3163_3276,0.5
2021_3163_3277,0.5
2021_3163_3283,0.5
2021_3163_3291,0.5
2021_3163_3292,0.5
2021_3163_3299,0.5
2021_3163_3301,0.5
2021_3163_3314,0.5
2021_3163_3321,0.5
2021_3163_3329,0.5
2021_3163_3332,0.5
2021_3163_3333,0.5
2021_3163_3353,0.5
2021_3163_3355,0.5
2021_3163_3372,0.5
2021_3163_3376,0.5
2021_3163_3377,0.5
2021_3163_3378,0.5
2021_3163_3390,0.5
2021_3163_3392,0.5
2021_3163_3393,0.5
2021_3163_3397,0.5
2021_3163_3400,0.5
2021_3163_3401,0.5
2021_3163_3407,0.5
2021_3163_3413,0.5
2021_3163_3416,0.5
2021_3163_3417,0.5
2021_3163_3430,0.5
2021_3163_3433,0.5
2021_3163_3439,0.5
2021_3163_3448,0.5
2021_3163_3450,0.5
2021_3163_3452,0.5
2021_3163_3460,0.5
2021_3163_3461,0.5
2021_3180_3195,0.5
2021_3180_3199,0.5
2021_3180_3208,0.5
2021_3180_3210,0.5
2021_3180_3211,0.5
2021_3180_3219,0.5
2021_3180_3226,0.5
2021_3180_3231,0.5
2021_3180_3234,0.5
2021_3180_3235,0.5
2021_3180_3238,0.5
2021_3180_3246,0.5
2021_3180_3250,0.5
2021_3180_3257,0.5
2021_3180_3265,0.5
2021_3180_3266,0.5
2021_3180_3268,0.5
2021_3180_3273,0.5
2021_3180_3276,0.5
2021_3180_3277,0.5
2021_3180_3283,0.5
2021_3180_3291,0.5
2021_3180_3292,0.5
2021_3180_3299,0.5
2021_3180_3301,0.5
2021_3180_3314,0.5
2021_3180_3321,0.5
2021_3180_3329,0.5
2021_3180_3332,0.5
2021_3180_3333,0.5
2021_3180_3353,0.5
2021_3180_3355,0.5
2021_3180_3372,0.5
2021_3180_3376,0.5
2021_3180_3377,0.5
2021_3180_3378,0.5
2021_3180_3390,0.5
2021_3180_3392,0.5
2021_3180_3393,0.5
2021_3180_3397,0.5
2021_3180_3400,0.5
2021_3180_3401,0.5
2021_3180_3407,0.5
2021_3180_3413,0.5
2021_3180_3416,0.5
2021_3180_3417,0.5
2021_3180_3430,0.5
2021_3180_3433,0.5
2021_3180_3439,0.5
2021_3180_3448,0.5
2021_3180_3450,0.5
2021_3180_3452,0.5
2021_3180_3460,0.5
2021_3180_3461,0.5
2021_3195_3199,0.5
2021_3195_3208,0.5
2021_3195_3210,0.5
2021_3195_3211,0.5
2021_3195_3219,0.5
2021_3195_3226,0.5
2021_3195_3231,0.5
2021_3195_3234,0.5
2021_3195_3235,0.5
2021_3195_3238,0.5
2021_3195_3246,0.5
2021_3195_3250,0.5
2021_3195_3257,0.5
2021_3195_3265,0.5
2021_3195_3266,0.5
2021_3195_3268,0.5
2021_3195_3273,0.5
2021_3195_3276,0.5
2021_3195_3277,0.5
2021_3195_3283,0.5
2021_3195_3291,0.5
2021_3195_3292,0.5
2021_3195_3299,0.5
2021_3195_3301,0.5
2021_3195_3314,0.5
2021_3195_3321,0.5
2021_3195_3329,0.5
2021_3195_3332,0.5
2021_3195_3333,0.5
2021_3195_3353,0.5
2021_3195_3355,0.5
2021_3195_3372,0.5
2021_3195_3376,0.5
2021_3195_3377,0.5
2021_3195_3378,0.5
2021_3195_3390,0.5
2021_3195_3392,0.5
2021_3195_3393,0.5
2021_3195_3397,0.5
2021_3195_3400,0.5
2021_3195_3401,0.5
2021_3195_3407,0.5
2021_3195_3413,0.5
2021_3195_3416,0.5
2021_3195_3417,0.5
2021_3195_3430,0.5
2021_3195_3433,0.5
2021_3195_3439,0.5
2021_3195_3448,0.5
2021_3195_3450,0.5
2021_3195_3452,0.5
2021_3195_3460,0.5
2021_3195_3461,0.5
2021_3199_3208,0.5
2021_3199_3210,0.5
2021_3199_3211,0.5
2021_3199_3219,0.5
2021_3199_3226,0.5
2021_3199_3231,0.5
2021_3199_3234,0.5
2021_3199_3235,0.5
2021_3199_3238,0.5
2021_3199_3246,0.5
2021_3199_3250,0.5
2021_3199_3257,0.5
2021_3199_3265,0.5
2021_3199_3266,0.5
2021_3199_3268,0.5
2021_3199_3273,0.5
2021_3199_3276,0.5
2021_3199_3277,0.5
2021_3199_3283,0.5
2021_3199_3291,0.5
2021_3199_3292,0.5
2021_3199_3299,0.5
2021_3199_3301,0.5
2021_3199_3314,0.5
2021_3199_3321,0.5
2021_3199_3329,0.5
2021_3199_3332,0.5
2021_3199_3333,0.5
2021_3199_3353,0.5
2021_3199_3355,0.5
2021_3199_3372,0.5
2021_3199_3376,0.5
2021_3199_3377,0.5
2021_3199_3378,0.5
2021_3199_3390,0.5
2021_3199_3392,0.5
2021_3199_3393,0.5
2021_3199_3397,0.5
2021_3199_3400,0.5
2021_3199_3401,0.5
2021_3199_3407,0.5
2021_3199_3413,0.5
2021_3199_3416,0.5
2021_3199_3417,0.5
2021_3199_3430,0.5
2021_3199_3433,0.5
2021_3199_3439,0.5
2021_3199_3448,0.5
2021_3199_3450,0.5
2021_3199_3452,0.5
2021_3199_3460,0.5
2021_3199_3461,0.5
2021_3208_3210,0.5
2021_3208_3211,0.5
2021_3208_3219,0.5
2021_3208_3226,0.5
2021_3208_3231,0.5
2021_3208_3234,0.5
2021_3208_3235,0.5
2021_3208_3238,0.5
2021_3208_3246,0.5
2021_3208_3250,0.5
2021_3208_3257,0.5
2021_3208_3265,0.5
2021_3208_3266,0.5
2021_3208_3268,0.5
2021_3208_3273,0.5
2021_3208_3276,0.5
2021_3208_3277,0.5
2021_3208_3283,0.5
2021_3208_3291,0.5
2021_3208_3292,0.5
2021_3208_3299,0.5
2021_3208_3301,0.5
2021_3208_3314,0.5
2021_3208_3321,0.5
2021_3208_3329,0.5
2021_3208_3332,0.5
2021_3208_3333,0.5
2021_3208_3353,0.5
2021_3208_3355,0.5
2021_3208_3372,0.5
2021_3208_3376,0.5
2021_3208_3377,0.5
2021_3208_3378,0.5
2021_3208_3390,0.5
2021_3208_3392,0.5
2021_3208_3393,0.5
2021_3208_3397,0.5
2021_3208_3400,0.5
2021_3208_3401,0.5
2021_3208_3407,0.5
2021_3208_3413,0.5
2021_3208_3416,0.5
2021_3208_3417,0.5
2021_3208_3430,0.5
2021_3208_3433,0.5
2021_3208_3439,0.5
2021_3208_3448,0.5
2021_3208_3450,0.5
2021_3208_3452,0.5
2021_3208_3460,0.5
2021_3208_3461,0.5
2021_3210_3211,0.5
2021_3210_3219,0.5
2021_3210_3226,0.5
2021_3210_3231,0.5
2021_3210_3234,0.5
2021_3210_3235,0.5
2021_3210_3238,0.5
2021_3210_3246,0.5
2021_3210_3250,0.5
2021_3210_3257,0.5
2021_3210_3265,0.5
2021_3210_3266,0.5
2021_3210_3268,0.5
2021_3210_3273,0.5
2021_3210_3276,0.5
2021_3210_3277,0.5
2021_3210_3283,0.5
2021_3210_3291,0.5
2021_3210_3292,0.5
2021_3210_3299,0.5
2021_3210_3301,0.5
2021_3210_3314,0.5
2021_3210_3321,0.5
2021_3210_3329,0.5
2021_3210_3332,0.5
2021_3210_3333,0.5
2021_3210_3353,0.5
2021_3210_3355,0.5
2021_3210_3372,0.5
2021_3210_3376,0.5
2021_3210_3377,0.5
2021_3210_3378,0.5
2021_3210_3390,0.5
2021_3210_3392,0.5
2021_3210_3393,0.5
2021_3210_3397,0.5
2021_3210_3400,0.5
2021_3210_3401,0.5
2021_3210_3407,0.5
2021_3210_3413,0.5
2021_3210_3416,0.5
2021_3210_3417,0.5
2021_3210_3430,0.5
2021_3210_3433,0.5
2021_3210_3439,0.5
2021_3210_3448,0.5
2021_3210_3450,0.5
2021_3210_3452,0.5
2021_3210_3460,0.5
2021_3210_3461,0.5
2021_3211_3219,0.5
2021_3211_3226,0.5
2021_3211_3231,0.5
2021_3211_3234,0.5
2021_3211_3235,0.5
2021_3211_3238,0.5
2021_3211_3246,0.5
2021_3211_3250,0.5
2021_3211_3257,0.5
2021_3211_3265,0.5
2021_3211_3266,0.5
2021_3211_3268,0.5
2021_3211_3273,0.5
2021_3211_3276,0.5
2021_3211_3277,0.5
2021_3211_3283,0.5
2021_3211_3291,0.5
2021_3211_3292,0.5
2021_3211_3299,0.5
2021_3211_3301,0.5
2021_3211_3314,0.5
2021_3211_3321,0.5
2021_3211_3329,0.5
2021_3211_3332,0.5
2021_3211_3333,0.5
2021_3211_3353,0.5
2021_3211_3355,0.5
2021_3211_3372,0.5
2021_3211_3376,0.5
2021_3211_3377,0.5
2021_3211_3378,0.5
2021_3211_3390,0.5
2021_3211_3392,0.5
2021_3211_3393,0.5
2021_3211_3397,0.5
2021_3211_3400,0.5
2021_3211_3401,0.5
2021_3211_3407,0.5
2021_3211_3413,0.5
2021_3211_3416,0.5
2021_3211_3417,0.5
2021_3211_3430,0.5
2021_3211_3433,0.5
2021_3211_3439,0.5
2021_3211_3448,0.5
2021_3211_3450,0.5
2021_3211_3452,0.5
2021_3211_3460,0.5
2021_3211_3461,0.5
2021_3219_3226,0.5
2021_3219_3231,0.5
2021_3219_3234,0.5
2021_3219_3235,0.5
2021_3219_3238,0.5
2021_3219_3246,0.5
2021_3219_3250,0.5
2021_3219_3257,0.5
2021_3219_3265,0.5
2021_3219_3266,0.5
2021_3219_3268,0.5
2021_3219_3273,0.5
2021_3219_3276,0.5
2021_3219_3277,0.5
2021_3219_3283,0.5
2021_3219_3291,0.5
2021_3219_3292,0.5
2021_3219_3299,0.5
2021_3219_3301,0.5
2021_3219_3314,0.5
2021_3219_3321,0.5
2021_3219_3329,0.5
2021_3219_3332,0.5
2021_3219_3333,0.5
2021_3219_3353,0.5
2021_3219_3355,0.5
2021_3219_3372,0.5
2021_3219_3376,0.5
2021_3219_3377,0.5
2021_3219_3378,0.5
2021_3219_3390,0.5
2021_3219_3392,0.5
2021_3219_3393,0.5
2021_3219_3397,0.5
2021_3219_3400,0.5
2021_3219_3401,0.5
2021_3219_3407,0.5
2021_3219_3413,0.5
2021_3219_3416,0.5
2021_3219_3417,0.5
2021_3219_3430,0.5
2021_3219_3433,0.5
2021_3219_3439,0.5
2021_3219_3448,0.5
2021_3219_3450,0.5
2021_3219_3452,0.5
2021_3219_3460,0.5
2021_3219_3461,0.5
2021_3226_3231,0.5
2021_3226_3234,0.5
2021_3226_3235,0.5
2021_3226_3238,0.5
2021_3226_3246,0.5
2021_3226_3250,0.5
2021_3226_3257,0.5
2021_3226_3265,0.5
2021_3226_3266,0.5
2021_3226_3268,0.5
2021_3226_3273,0.5
2021_3226_3276,0.5
2021_3226_3277,0.5
2021_3226_3283,0.5
2021_3226_3291,0.5
2021_3226_3292,0.5
2021_3226_3299,0.5
2021_3226_3301,0.5
2021_3226_3314,0.5
2021_3226_3321,0.5
2021_3226_3329,0.5
2021_3226_3332,0.5
2021_3226_3333,0.5
2021_3226_3353,0.5
2021_3226_3355,0.5
2021_3226_3372,0.5
2021_3226_3376,0.5
2021_3226_3377,0.5
2021_3226_3378,0.5
2021_3226_3390,0.5
2021_3226_3392,0.5
2021_3226_3393,0.5
2021_3226_3397,0.5
2021_3226_3400,0.5
2021_3226_3401,0.5
2021_3226_3407,0.5
2021_3226_3413,0.5
2021_3226_3416,0.5
2021_3226_3417,0.5
2021_3226_3430,0.5
2021_3226_3433,0.5
2021_3226_3439,0.5
2021_3226_3448,0.5
2021_3226_3450,0.5
2021_3226_3452,0.5
2021_3226_3460,0.5
2021_3226_3461,0.5
2021_3231_3234,0.5
2021_3231_3235,0.5
2021_3231_3238,0.5
2021_3231_3246,0.5
2021_3231_3250,0.5
2021_3231_3257,0.5
2021_3231_3265,0.5
2021_3231_3266,0.5
2021_3231_3268,0.5
2021_3231_3273,0.5
2021_3231_3276,0.5
2021_3231_3277,0.5
2021_3231_3283,0.5
2021_3231_3291,0.5
2021_3231_3292,0.5
2021_3231_3299,0.5
2021_3231_3301,0.5
2021_3231_3314,0.5
2021_3231_3321,0.5
2021_3231_3329,0.5
2021_3231_3332,0.5
2021_3231_3333,0.5
2021_3231_3353,0.5
2021_3231_3355,0.5
2021_3231_3372,0.5
2021_3231_3376,0.5
2021_3231_3377,0.5
2021_3231_3378,0.5
2021_3231_3390,0.5
2021_3231_3392,0.5
2021_3231_3393,0.5
2021_3231_3397,0.5
2021_3231_3400,0.5
2021_3231_3401,0.5
2021_3231_3407,0.5
2021_3231_3413,0.5
2021_3231_3416,0.5
2021_3231_3417,0.5
2021_3231_3430,0.5
2021_3231_3433,0.5
2021_3231_3439,0.5
2021_3231_3448,0.5
2021_3231_3450,0.5
2021_3231_3452,0.5
2021_3231_3460,0.5
2021_3231_3461,0.5
2021_3234_3235,0.5
2021_3234_3238,0.5
2021_3234_3246,0.5
2021_3234_3250,0.5
2021_3234_3257,0.5
2021_3234_3265,0.5
2021_3234_3266,0.5
2021_3234_3268,0.5
2021_3234_3273,0.5
2021_3234_3276,0.5
2021_3234_3277,0.5
2021_3234_3283,0.5
2021_3234_3291,0.5
2021_3234_3292,0.5
2021_3234_3299,0.5
2021_3234_3301,0.5
2021_3234_3314,0.5
2021_3234_3321,0.5
2021_3234_3329,0.5
2021_3234_3332,0.5
2021_3234_3333,0.5
2021_3234_3353,0.5
2021_3234_3355,0.5
2021_3234_3372,0.5
2021_3234_3376,0.5
2021_3234_3377,0.5
2021_3234_3378,0.5
2021_3234_3390,0.5
2021_3234_3392,0.5
2021_3234_3393,0.5
2021_3234_3397,0.5
2021_3234_3400,0.5
2021_3234_3401,0.5
2021_3234_3407,0.5
2021_3234_3413,0.5
2021_3234_3416,0.5
2021_3234_3417,0.5
2021_3234_3430,0.5
2021_3234_3433,0.5
2021_3234_3439,0.5
2021_3234_3448,0.5
2021_3234_3450,0.5
2021_3234_3452,0.5
2021_3234_3460,0.5
2021_3234_3461,0.5
2021_3235_3238,0.5
2021_3235_3246,0.5
2021_3235_3250,0.5
2021_3235_3257,0.5
2021_3235_3265,0.5
2021_3235_3266,0.5
2021_3235_3268,0.5
2021_3235_3273,0.5
2021_3235_3276,0.5
2021_3235_3277,0.5
2021_3235_3283,0.5
2021_3235_3291,0.5
2021_3235_3292,0.5
2021_3235_3299,0.5
2021_3235_3301,0.5
2021_3235_3314,0.5
2021_3235_3321,0.5
2021_3235_3329,0.5
2021_3235_3332,0.5
2021_3235_3333,0.5
2021_3235_3353,0.5
2021_3235_3355,0.5
2021_3235_3372,0.5
2021_3235_3376,0.5
2021_3235_3377,0.5
2021_3235_3378,0.5
2021_3235_3390,0.5
2021_3235_3392,0.5
2021_3235_3393,0.5
2021_3235_3397,0.5
2021_3235_3400,0.5
2021_3235_3401,0.5
2021_3235_3407,0.5
2021_3235_3413,0.5
2021_3235_3416,0.5
2021_3235_3417,0.5
2021_3235_3430,0.5
2021_3235_3433,0.5
2021_3235_3439,0.5
2021_3235_3448,0.5
2021_3235_3450,0.5
2021_3235_3452,0.5
2021_3235_3460,0.5
2021_3235_3461,0.5
2021_3238_3246,0.5
2021_3238_3250,0.5
2021_3238_3257,0.5
2021_3238_3265,0.5
2021_3238_3266,0.5
